CustomerID,Age,Gender,Annual_Income,Spending_Score,Membership_Level,Region,Product_Category,Purchase_Frequency,Last_Purchase_Days,IsActive,Satisfaction_Score
933,49.0,Female,68382.0,95,Basic,South,Furniture,18,52,0,7
934,20.0,Male,47248.0,20,Gold,East,Clothing,7,137,0,4
935,44.0,Male,,72,Basic,South,Clothing,10,255,0,4
936,46.0,Male,35356.0,60,Platinum,East,Electronics,10,115,1,7
937,49.0,Male,45544.0,73,Platinum,West,Electronics,11,158,0,8
938,67.0,Male,,21,Basic,West,Electronics,12,300,1,7
939,68.0,Male,63677.0,61,Gold,North,Furniture,13,264,1,10
940,36.0,Female,39966.0,84,Silver,East,Furniture,8,355,0,4
941,38.0,Male,56526.0,79,Basic,South,Groceries,17,307,0,4
942,22.0,,45417.0,26,Gold,North,Groceries,14,99,1,8
943,35.0,Female,38828.0,54,Platinum,West,Groceries,17,121,1,9
944,45.0,Male,45044.0,42,,North,Furniture,19,90,0,7
945,59.0,Female,55048.0,11,Platinum,South,Electronics,16,30,1,3
946,39.0,Female,63724.0,37,Basic,South,Groceries,9,230,1,10
947,38.0,Male,46220.0,11,Platinum,West,Electronics,10,139,1,1
948,23.0,Female,31940.0,27,Platinum,North,Electronics,9,254,0,5
949,18.0,Male,64995.0,94,Basic,East,Electronics,1,31,1,6
950,22.0,Male,36527.0,83,Silver,East,Groceries,3,162,1,9
951,58.0,Female,53912.0,34,Basic,East,Groceries,11,156,1,5
952,29.0,Female,49627.0,38,Gold,South,Electronics,7,323,0,1
953,43.0,Male,47621.0,61,Basic,North,Groceries,18,117,0,4
954,63.0,Female,42695.0,87,Basic,East,Clothing,13,191,1,2
955,51.0,Female,59302.0,53,Silver,North,Groceries,18,176,1,4
956,66.0,Male,-3730.0,65,Gold,West,Electronics,16,5,1,7
957,,Male,67047.0,3,Platinum,East,Electronics,16,333,0,9
958,43.0,Female,36312.0,67,,North,Furniture,10,12,0,3
959,62.0,Male,56119.0,28,,South,Furniture,9,59,1,3
960,44.0,Male,55325.0,14,Platinum,West,Electronics,8,321,1,4
961,26.0,Male,69124.0,52,Silver,West,Clothing,19,308,1,7
962,43.0,Male,52966.0,30,Gold,West,Furniture,3,299,1,6
963,64.0,Male,37563.0,58,Silver,West,Electronics,9,250,1,5
964,39.0,Male,25928.0,54,Basic,South,Furniture,2,339,1,4
965,64.0,Male,44767.0,69,Gold,South,Furniture,19,93,1,8
966,47.0,,20627.0,15,Gold,East,Electronics,8,319,0,4
967,60.0,Male,40572.0,38,Platinum,South,Groceries,18,111,0,3
968,65.0,Female,45610.0,78,Platinum,South,Clothing,8,306,0,7
969,34.0,Female,39651.0,14,Platinum,West,Groceries,5,295,1,2
970,43.0,Female,50626.0,57,Platinum,South,Electronics,6,336,0,4
971,53.0,Male,46458.0,59,Basic,West,Electronics,10,17,1,8
972,18.0,Male,45084.0,8,Platinum,North,Clothing,15,220,0,4
973,25.0,Female,13637.0,72,Silver,North,Electronics,4,299,0,10
974,66.0,Male,30579.0,19,Gold,North,Furniture,3,305,0,7
975,52.0,Female,59639.0,32,Basic,North,Clothing,9,5,0,2
976,69.0,Male,62063.0,95,Basic,North,Groceries,16,129,0,5
977,32.0,Male,22418.0,29,Gold,North,Clothing,16,323,1,4
978,64.0,Female,37779.0,41,,North,Groceries,15,112,1,9
979,39.0,Female,66079.0,75,Gold,West,Electronics,9,24,0,7
980,31.0,Female,39229.0,45,Basic,West,Groceries,17,29,1,9
981,43.0,Male,48327.0,13,Silver,West,Groceries,12,132,0,10
982,45.0,Female,71627.0,27,Silver,West,Groceries,8,44,0,7
983,40.0,Male,44576.0,19,Gold,South,Clothing,14,321,0,2
984,31.0,Male,42429.0,26,Basic,South,Furniture,18,207,1,2
985,41.0,,47644.0,53,Platinum,East,Groceries,12,216,0,2
986,19.0,Female,77801.0,51,Basic,South,Clothing,14,244,0,5
987,,Female,56693.0,37,Gold,West,Clothing,5,31,1,1
988,43.0,,50286.0,9,Basic,West,Furniture,1,266,0,7
989,31.0,Male,42134.0,92,Basic,North,Clothing,13,11,1,2
990,68.0,Male,58082.0,96,Basic,North,Electronics,14,82,1,4
991,24.0,,59895.0,52,,East,Electronics,2,156,1,9
992,20.0,Male,33902.0,54,Gold,South,Electronics,16,166,1,8
993,64.0,Male,60299.0,3,Gold,West,Furniture,5,208,1,10
994,40.0,Female,47732.0,96,Gold,South,Clothing,1,24,1,2
995,63.0,Female,50371.0,69,Silver,East,Electronics,12,295,1,4
996,60.0,Female,36735.0,8,Silver,North,Groceries,19,179,1,4
997,64.0,Male,44000.0,14,Gold,West,Clothing,10,332,1,2
998,62.0,Male,34547.0,3,Basic,North,Electronics,12,50,1,2
999,35.0,Male,33826.0,24,Basic,West,Clothing,19,7,1,5
1000,55.0,Male,55656.0,13,Gold,North,Electronics,16,100,1,4
1001,52.0,Male,44673.0,43,Platinum,North,Groceries,17,81,1,8
1002,68.0,Female,30505.0,29,Platinum,East,Clothing,13,241,1,4
1003,32.0,Male,82655.0,72,Basic,South,Electronics,7,324,1,8
1004,42.0,Male,33130.0,51,Basic,North,Electronics,3,181,1,5
1005,,Male,66381.0,42,Silver,West,Groceries,5,293,1,1
1006,45.0,Female,27853.0,31,Platinum,South,Groceries,4,83,0,9
1007,27.0,Female,56847.0,63,Basic,South,Electronics,15,54,0,8
1008,56.0,Female,46241.0,26,Basic,North,Electronics,17,90,1,1
1009,34.0,Male,40564.0,18,Gold,North,Furniture,12,203,1,3
1010,56.0,Female,52951.0,82,,North,Furniture,14,31,0,3
1011,,Female,50933.0,57,Platinum,South,Clothing,4,193,0,5
1012,43.0,Female,37813.0,7,Platinum,East,Clothing,17,100,1,7
1013,61.0,Male,37133.0,48,Silver,North,Furniture,11,349,1,1
1014,42.0,Female,26391.0,80,Basic,South,Electronics,6,89,0,1
1015,34.0,Male,54583.0,60,,South,Groceries,4,123,1,10
1016,30.0,Male,31192.0,33,Platinum,West,Clothing,13,47,0,6
1017,37.0,Female,50059.0,3,Platinum,North,Electronics,15,146,1,5
1018,42.0,Male,58887.0,4,Gold,East,Groceries,18,3,0,3
1019,21.0,Female,53120.0,100,Silver,West,Groceries,17,18,1,3
1020,27.0,Male,39153.0,4,Platinum,North,Electronics,19,314,1,4
1021,20.0,Female,63632.0,42,Silver,West,Electronics,10,327,0,10
1022,58.0,Female,,9,Basic,North,Clothing,5,81,1,2
1023,62.0,Female,29987.0,51,Silver,West,Furniture,12,153,0,9
1024,35.0,Male,45744.0,17,Gold,East,Electronics,15,308,0,4
1025,64.0,Female,58801.0,17,Gold,West,Furniture,4,299,0,10
1026,53.0,Male,,97,Silver,West,Clothing,8,67,1,3
1027,64.0,Female,63172.0,20,Gold,West,Furniture,17,89,0,10
1028,39.0,Male,38445.0,14,Platinum,North,Furniture,6,135,1,7
1029,51.0,Male,40486.0,22,Gold,North,Groceries,16,202,0,9
1030,64.0,Female,34308.0,52,Basic,East,Clothing,5,179,0,2
1031,25.0,Female,60255.0,27,Silver,West,Electronics,14,339,0,6
1032,57.0,Female,49201.0,43,Silver,South,Furniture,2,79,0,5
1033,66.0,Female,35303.0,3,Basic,West,Clothing,17,85,1,1
1034,61.0,Female,,88,Basic,South,Groceries,6,21,1,7
1035,36.0,Male,3932.0,94,Basic,South,Groceries,11,165,1,1
1036,59.0,Female,61669.0,8,Basic,West,Furniture,2,28,1,10
1037,,Female,47438.0,86,Platinum,South,Furniture,1,237,1,9
1038,54.0,Male,13906.0,89,Gold,South,Electronics,5,288,1,4
1039,23.0,Female,28149.0,10,Gold,West,Clothing,8,185,0,8
1040,69.0,Female,43676.0,29,Platinum,North,Electronics,4,310,1,1
1041,43.0,Male,30287.0,40,Basic,West,Electronics,19,155,1,5
1042,51.0,Female,61900.0,65,Silver,East,Groceries,5,123,1,3
1043,62.0,Female,56278.0,21,Silver,South,Clothing,5,87,1,4
1044,23.0,Female,55393.0,24,Silver,East,Electronics,16,202,1,4
1045,54.0,Male,10934.0,73,Basic,South,Groceries,18,40,1,8
1046,50.0,Female,42118.0,60,Platinum,North,Furniture,11,169,0,10
1047,39.0,Male,39535.0,26,Platinum,South,Electronics,17,70,0,10
1048,38.0,Female,35689.0,9,Platinum,West,Furniture,3,280,1,3
1049,23.0,Male,43772.0,20,Gold,South,Clothing,18,330,0,1
1050,23.0,Female,33106.0,56,Gold,East,Electronics,4,354,1,5
1051,65.0,Male,53228.0,99,Gold,West,Furniture,19,328,0,2
1052,21.0,Male,61498.0,36,Gold,East,Furniture,9,27,1,6
1053,47.0,Male,60205.0,36,Silver,North,Clothing,5,345,0,4
1054,28.0,Male,47931.0,73,Silver,East,Groceries,4,131,0,9
1055,47.0,Male,79988.0,22,Platinum,East,Groceries,16,277,1,7
1056,48.0,Male,67099.0,1,Gold,East,Electronics,10,295,1,2
1057,41.0,Female,48476.0,69,Platinum,West,Furniture,9,288,0,7
1058,,,42765.0,73,Basic,North,Groceries,16,254,1,10
1059,,Male,70070.0,37,,North,Electronics,17,85,1,8
1060,68.0,Male,65113.0,83,Gold,North,Furniture,18,9,1,3
1061,48.0,Male,28843.0,72,Platinum,East,Electronics,15,50,1,3
1062,57.0,Male,66287.0,96,Platinum,West,Clothing,9,1,1,2
1063,54.0,Female,47684.0,13,Basic,West,Electronics,6,4,1,1
1064,53.0,Male,37086.0,84,Platinum,West,Clothing,6,4,0,3
1065,41.0,Female,20311.0,100,Gold,East,Furniture,11,90,1,10
1066,48.0,Female,45966.0,43,Silver,North,Furniture,3,162,1,7
1067,23.0,Male,49816.0,37,Basic,East,Furniture,12,155,0,9
1068,19.0,Male,,94,Basic,West,Electronics,15,15,0,9
1069,37.0,Female,64358.0,74,Gold,East,Furniture,7,32,0,6
1070,45.0,Female,41256.0,95,Silver,South,Furniture,18,63,1,6
1071,28.0,Male,55840.0,25,Platinum,North,Clothing,15,364,0,5
1072,21.0,Male,62393.0,93,Platinum,North,Furniture,8,108,0,2
1073,32.0,Male,51289.0,88,Silver,West,Furniture,9,14,0,7
1074,23.0,,41192.0,21,Silver,East,Furniture,15,23,0,1
1075,66.0,Female,42017.0,41,Gold,West,Groceries,16,111,0,6
1076,47.0,Male,55782.0,73,Platinum,East,Furniture,3,321,0,4
1077,55.0,Female,56194.0,42,Gold,South,Electronics,5,160,0,3
1078,68.0,Female,45605.0,42,Platinum,North,Clothing,3,41,0,1
1079,19.0,Male,10712.0,2,Platinum,North,Furniture,2,282,1,6
1080,32.0,Male,30642.0,68,Silver,East,Electronics,2,304,1,7
1081,28.0,,59295.0,8,Gold,North,Clothing,4,144,0,1
1082,25.0,Female,,96,,East,Clothing,3,288,1,1
1083,43.0,Male,67762.0,61,Gold,West,Electronics,9,153,1,7
1084,68.0,Male,65542.0,14,Platinum,South,Electronics,12,82,1,6
1085,62.0,Male,50616.0,77,Basic,East,Groceries,9,226,0,7
1086,61.0,Male,,21,Basic,South,Groceries,19,152,0,8
1087,22.0,Male,,24,,West,Furniture,12,259,1,8
1088,23.0,Female,48246.0,50,Gold,West,Groceries,16,318,0,9
1089,43.0,Female,29391.0,82,Silver,West,Electronics,1,79,1,9
1090,21.0,Female,64509.0,45,Platinum,East,Groceries,10,195,0,7
1091,36.0,Female,71108.0,64,,South,Clothing,10,223,1,9
1092,37.0,Male,31871.0,64,Silver,South,Electronics,4,266,0,6
1093,50.0,Male,28831.0,26,Gold,North,Furniture,11,230,0,9
1094,37.0,Male,47948.0,32,Platinum,East,Clothing,11,150,1,2
1095,66.0,Female,40606.0,57,Silver,North,Clothing,11,136,1,2
1096,,Female,52174.0,53,Silver,North,Clothing,6,123,1,6
1097,64.0,Female,68119.0,33,Gold,East,Electronics,15,358,1,3
1098,18.0,Male,16314.0,52,Platinum,North,Electronics,2,110,0,2
1099,43.0,Female,73719.0,95,Basic,North,Furniture,3,143,0,8
1100,31.0,Male,43899.0,18,Silver,North,Groceries,5,70,1,7
1101,55.0,Male,57676.0,35,Gold,West,Groceries,11,54,1,8
1102,54.0,Male,59280.0,12,Silver,East,Groceries,12,332,0,6
1103,28.0,Male,61030.0,51,Gold,West,Groceries,3,40,0,9
1104,53.0,Male,50928.0,89,Gold,North,Clothing,9,197,0,9
1105,30.0,Male,54433.0,95,Gold,North,Electronics,3,27,0,2
1106,60.0,Female,54335.0,10,Platinum,West,Groceries,2,330,1,10
1107,20.0,Male,40545.0,52,Basic,North,Clothing,6,299,1,5
1108,50.0,Male,23629.0,34,Platinum,East,Electronics,6,180,0,9
1109,23.0,Female,31712.0,67,Basic,South,Electronics,17,46,0,3
1110,67.0,Male,48436.0,39,Gold,West,Electronics,8,142,1,5
1111,27.0,Female,38197.0,8,Basic,South,Clothing,1,320,1,8
1112,,Female,38232.0,96,Platinum,South,Groceries,8,98,0,2
1113,40.0,Female,76988.0,29,Silver,South,Electronics,15,126,1,6
1114,27.0,Male,62883.0,22,Platinum,West,Clothing,18,58,1,4
1115,61.0,Male,46218.0,84,Platinum,North,Electronics,13,177,0,6
1116,19.0,Female,60080.0,70,,East,Furniture,8,207,1,3
1117,30.0,Male,43695.0,61,Platinum,North,Furniture,18,285,0,6
1118,57.0,Male,51660.0,43,Platinum,East,Clothing,13,154,0,7
1119,19.0,Female,56624.0,49,,North,Groceries,14,27,0,10
1120,37.0,Female,43735.0,29,Basic,South,Groceries,15,323,1,3
1121,18.0,Male,39721.0,81,Silver,South,Electronics,6,163,1,5
1122,54.0,Female,68358.0,31,Platinum,East,Groceries,1,250,1,8
1123,26.0,Female,59211.0,53,Platinum,West,Groceries,7,188,0,2
1124,34.0,,16180.0,34,Silver,North,Furniture,1,334,1,7
1125,26.0,Male,39977.0,38,Silver,South,Clothing,15,90,1,1
1126,28.0,Male,38280.0,57,Gold,East,Furniture,6,131,0,7
1127,32.0,Male,40682.0,4,,North,Clothing,5,298,1,1
1128,41.0,Female,62936.0,2,Silver,East,Electronics,12,13,1,4
1129,55.0,Male,50288.0,12,Silver,West,Furniture,3,29,0,4
1130,52.0,Female,29155.0,35,Gold,West,Clothing,14,265,1,5
1131,47.0,Male,44251.0,70,Basic,North,Groceries,6,32,1,2
1132,48.0,Male,58126.0,72,Gold,West,Clothing,4,150,1,6
1133,66.0,Female,46705.0,21,Basic,North,Groceries,15,86,1,6
1134,22.0,Male,40329.0,61,Silver,North,Electronics,17,58,1,8
1135,61.0,Female,54968.0,35,Gold,West,Groceries,5,57,1,10
1136,67.0,Male,74272.0,48,Gold,East,Clothing,6,25,0,1
1137,31.0,Male,56921.0,15,Basic,East,Furniture,10,190,0,4
1138,28.0,Female,,71,Gold,North,Clothing,9,76,0,2
1139,,Female,41335.0,15,Gold,South,Furniture,4,339,1,8
1140,51.0,Female,49874.0,6,Platinum,North,Clothing,9,225,0,4
1141,29.0,Male,49571.0,81,Basic,East,Clothing,8,183,0,8
1142,52.0,Male,51780.0,68,Gold,North,Electronics,3,154,0,2
1143,52.0,Male,56607.0,22,Gold,East,Groceries,1,269,1,4
1144,18.0,Female,36215.0,32,Silver,West,Clothing,5,278,0,9
1145,57.0,Female,59709.0,22,Platinum,North,Furniture,3,340,1,5
1146,,Female,25581.0,27,Platinum,North,Groceries,4,363,0,6
1147,46.0,Male,29963.0,15,Silver,West,Electronics,19,23,0,10
1148,25.0,Male,82034.0,44,Silver,West,Groceries,15,14,0,9
1149,28.0,Female,42348.0,86,Silver,South,Clothing,19,94,0,9
1150,58.0,Male,60942.0,92,Silver,West,Furniture,16,343,1,7
1151,54.0,Female,75474.0,9,Platinum,South,Furniture,8,52,0,2
1152,,Male,15283.0,34,Gold,West,Groceries,14,339,0,7
1153,47.0,Male,66893.0,100,Gold,East,Furniture,5,41,0,9
1154,,Female,59734.0,73,Silver,North,Clothing,1,164,1,2
1155,38.0,Male,74605.0,15,Basic,West,Furniture,19,6,0,7
1156,54.0,Male,32277.0,62,Silver,East,Furniture,5,138,0,7
1157,22.0,Female,71768.0,45,Gold,West,Furniture,3,99,1,3
1158,36.0,Female,38908.0,84,Basic,North,Clothing,17,341,1,6
1159,31.0,Male,65821.0,72,Silver,West,Electronics,7,224,0,8
1160,43.0,Female,49459.0,58,Basic,West,Furniture,17,316,0,10
1161,21.0,Male,61561.0,92,Silver,North,Electronics,13,30,0,8
1162,42.0,Female,50733.0,19,Platinum,West,Groceries,14,225,0,3
1163,62.0,Male,22408.0,16,Gold,North,Groceries,12,326,1,6
1164,59.0,Male,3191.0,75,Silver,South,Clothing,11,261,0,2
1165,42.0,Female,53148.0,8,Basic,West,Clothing,1,247,0,2
1166,35.0,Male,46043.0,33,Gold,East,Clothing,3,79,0,8
1167,57.0,Male,55973.0,74,Silver,West,Clothing,12,185,1,10
1168,25.0,Female,46217.0,18,Silver,North,Electronics,9,299,1,5
1169,56.0,Female,80271.0,35,Silver,North,Clothing,2,180,0,5
1170,,Male,53458.0,43,Silver,East,Electronics,14,77,1,4
1171,31.0,Female,43295.0,50,Platinum,East,Furniture,5,262,0,10
1172,49.0,Female,55060.0,3,Gold,North,Furniture,3,229,0,4
1173,68.0,Male,43569.0,91,Platinum,South,Groceries,12,2,1,8
1174,55.0,Male,51393.0,59,Gold,South,Groceries,12,17,1,3
1175,50.0,Female,31737.0,28,Silver,North,Electronics,7,344,1,3
1176,40.0,Female,49871.0,46,Gold,South,Clothing,1,12,0,8
1177,32.0,Female,42832.0,64,Basic,East,Groceries,3,182,1,3
1178,50.0,Male,33158.0,70,Gold,South,Electronics,11,334,0,2
1179,42.0,Male,79636.0,47,Basic,East,Groceries,13,7,1,5
1180,34.0,Male,33743.0,14,Basic,West,Clothing,10,246,0,3
1181,50.0,Male,50104.0,7,Platinum,East,Electronics,19,157,0,6
1182,64.0,Male,37957.0,74,Gold,West,Groceries,4,174,0,7
1183,19.0,Male,54455.0,79,Silver,East,Clothing,5,329,1,3
1184,31.0,Male,30884.0,31,Gold,East,Electronics,11,334,1,9
1185,57.0,Female,62605.0,93,Platinum,South,Electronics,9,181,1,10
1186,57.0,Female,80542.0,81,Basic,East,Electronics,13,281,0,1
1187,68.0,Male,37406.0,51,Basic,North,Furniture,17,309,1,7
1188,56.0,Male,68254.0,29,Platinum,West,Electronics,15,237,1,4
1189,68.0,Male,44271.0,15,Platinum,West,Groceries,13,157,1,7
1190,23.0,Female,72586.0,90,Gold,East,Electronics,11,251,1,9
1191,23.0,Male,82827.0,76,Basic,North,Electronics,1,221,0,9
1192,20.0,Female,46494.0,25,,East,Electronics,8,338,1,1
1193,24.0,Female,27196.0,61,Gold,East,Electronics,5,223,0,10
1194,68.0,Female,64221.0,41,Gold,South,Electronics,16,211,0,4
1195,25.0,Female,53366.0,69,Silver,East,Furniture,4,337,0,7
1196,59.0,Female,57526.0,4,,East,Clothing,19,134,0,10
1197,69.0,Male,,57,,South,Furniture,18,332,0,6
1198,32.0,Male,36732.0,31,Platinum,South,Groceries,2,259,1,9
1199,64.0,,67405.0,3,Basic,North,Clothing,13,35,1,7
1200,46.0,Male,54796.0,67,Platinum,South,Groceries,16,183,0,3
1201,50.0,Female,,90,Platinum,West,Electronics,8,303,1,7
1202,69.0,Female,60303.0,50,,West,Groceries,19,161,0,10
1203,47.0,Male,57292.0,17,Gold,North,Furniture,3,93,0,5
1204,56.0,Male,45120.0,60,Silver,East,Furniture,19,197,0,2
1205,,Male,74297.0,74,Platinum,North,Electronics,17,315,0,10
1206,53.0,Male,40727.0,66,Gold,South,Electronics,9,206,1,3
1207,46.0,Male,47465.0,88,,East,Clothing,17,352,0,6
1208,55.0,Female,61529.0,75,Basic,North,Furniture,1,18,1,6
1209,50.0,Male,51151.0,24,Silver,North,Furniture,4,234,1,7
1210,54.0,Male,29233.0,99,Silver,West,Clothing,15,333,1,6
1211,44.0,Male,52756.0,87,Platinum,North,Furniture,12,66,1,9
1212,50.0,Female,43784.0,32,Basic,East,Clothing,17,244,0,5
1213,21.0,Male,62854.0,87,Platinum,North,Furniture,12,276,1,5
1214,,Female,52268.0,98,Platinum,North,Groceries,16,199,0,8
1215,19.0,Male,51417.0,19,Silver,South,Groceries,13,18,1,8
1216,27.0,Male,34276.0,66,Silver,North,Clothing,11,72,0,1
1217,22.0,Female,46549.0,60,,East,Clothing,15,155,0,3
1218,27.0,Male,64551.0,66,,West,Electronics,16,170,1,6
1219,50.0,Male,38351.0,15,Gold,West,Furniture,6,322,1,6
1220,55.0,,,85,Platinum,West,Groceries,11,355,1,1
1221,30.0,Male,35953.0,35,Silver,West,Electronics,15,282,0,2
1222,48.0,Female,32242.0,69,Basic,South,Furniture,5,151,1,10
1223,64.0,Female,48727.0,27,Basic,East,Groceries,3,261,1,7
1224,53.0,Female,,88,Platinum,South,Furniture,2,80,1,1
1225,62.0,Female,,7,Platinum,West,Clothing,1,106,0,10
1226,41.0,Female,43168.0,6,Silver,South,Groceries,15,11,1,5
1227,69.0,Male,49247.0,33,Gold,North,Groceries,2,208,1,1
1228,32.0,Male,31248.0,58,Silver,East,Electronics,6,130,0,6
1229,46.0,Male,59183.0,49,Gold,North,Furniture,12,171,1,7
1230,25.0,Female,55971.0,17,Silver,South,Clothing,16,33,0,8
1231,,Female,72325.0,42,Basic,North,Clothing,14,24,0,3
1232,46.0,Female,66674.0,94,Basic,South,Furniture,4,197,0,3
1233,64.0,Female,55271.0,72,Gold,South,Furniture,8,46,0,1
1234,,Male,42948.0,40,Silver,East,Clothing,12,274,0,3
1235,29.0,Male,53070.0,46,Platinum,East,Furniture,14,231,0,5
1236,62.0,,48334.0,71,Gold,East,Electronics,13,133,0,6
1237,19.0,Female,64300.0,70,Basic,West,Furniture,5,264,0,3
1238,44.0,Male,62393.0,68,Gold,East,Electronics,12,85,0,4
1239,48.0,Female,45553.0,1,Silver,North,Electronics,10,313,0,5
1240,68.0,Female,28070.0,79,Platinum,East,Furniture,19,5,0,5
1241,68.0,Female,70000.0,95,Platinum,East,Groceries,13,269,0,9
1242,53.0,Male,58728.0,89,Gold,East,Groceries,9,339,0,8
1243,53.0,Male,45207.0,97,Silver,South,Electronics,11,221,0,1
1244,43.0,Female,58143.0,52,Silver,South,Furniture,5,194,1,2
1245,60.0,Male,51122.0,35,Platinum,East,Electronics,13,346,0,5
1246,44.0,Female,69779.0,69,Basic,South,Furniture,10,69,1,3
1247,22.0,Female,21053.0,5,Silver,South,Furniture,18,288,1,7
1248,37.0,Male,44042.0,100,Platinum,West,Clothing,15,358,1,6
1249,28.0,Female,73985.0,17,Platinum,North,Groceries,12,176,1,2
1250,27.0,Female,58447.0,53,Silver,South,Groceries,4,325,1,8
1251,57.0,Male,,52,Silver,North,Clothing,5,239,1,5
1252,55.0,,31672.0,14,Gold,South,Clothing,8,179,0,6
1253,23.0,Female,66082.0,29,Basic,East,Clothing,5,256,1,8
1254,25.0,Female,65183.0,8,Gold,South,Electronics,1,211,0,6
1255,,Male,,98,Gold,South,Electronics,18,227,0,10
1256,64.0,Female,45567.0,1,Platinum,North,Electronics,19,72,1,3
1257,43.0,Male,48402.0,29,Platinum,East,Electronics,19,65,0,7
1258,63.0,,25706.0,36,Basic,West,Electronics,10,166,0,4
1259,60.0,Female,45880.0,51,,North,Groceries,9,214,1,6
1260,29.0,,63097.0,37,Gold,East,Groceries,1,17,0,6
1261,43.0,Female,44136.0,93,,East,Furniture,3,336,1,5
1262,30.0,Male,53631.0,69,Platinum,North,Groceries,13,173,1,1
1263,57.0,Male,53740.0,53,Silver,South,Clothing,6,129,1,8
1264,35.0,Female,49817.0,96,Gold,East,Groceries,6,3,1,10
1265,42.0,Female,39422.0,52,Basic,West,Clothing,18,248,1,2
1266,,Female,59882.0,88,Gold,South,Groceries,5,70,0,4
1267,64.0,Female,26194.0,83,Platinum,North,Electronics,17,52,1,3
1268,57.0,,50128.0,12,Silver,North,Groceries,3,259,1,6
1269,60.0,Female,70782.0,52,Gold,North,Furniture,5,239,0,1
1270,29.0,Female,43289.0,1,Basic,North,Electronics,3,94,1,9
1271,61.0,Female,39090.0,7,Platinum,West,Electronics,13,47,1,5
1272,53.0,Male,60882.0,17,Silver,West,Furniture,15,75,1,5
1273,65.0,Male,52451.0,98,Gold,East,Groceries,17,91,1,4
1274,21.0,Male,61181.0,43,Basic,West,Groceries,15,86,1,4
1275,22.0,,50577.0,71,Platinum,North,Furniture,5,6,1,1
1276,54.0,Female,14175.0,17,Basic,West,Electronics,14,230,1,9
1277,25.0,Female,67698.0,59,Gold,South,Furniture,11,351,0,9
1278,59.0,Male,81050.0,3,Platinum,South,Clothing,14,317,1,4
1279,66.0,Female,69260.0,29,Gold,East,Clothing,7,43,0,10
1280,45.0,Male,-3082.0,22,Silver,North,Groceries,3,312,1,10
1281,48.0,Female,56766.0,38,Gold,West,Electronics,10,198,1,4
1282,26.0,Male,42998.0,54,Silver,East,Clothing,11,303,1,7
1283,68.0,Male,33736.0,93,Gold,East,Furniture,6,182,0,4
1284,46.0,,51840.0,50,Basic,West,Groceries,5,169,0,1
1285,31.0,Female,47765.0,69,Basic,East,Groceries,13,203,0,9
1286,57.0,Male,57629.0,30,Platinum,North,Electronics,12,194,1,2
1287,58.0,Female,50848.0,23,Basic,West,Clothing,19,31,1,5
1288,39.0,Female,33187.0,85,Basic,South,Groceries,19,102,0,4
1289,28.0,Female,41350.0,90,,South,Furniture,5,64,0,8
1290,40.0,Female,38930.0,47,Basic,West,Clothing,9,346,1,6
1291,18.0,Female,24252.0,21,Silver,East,Groceries,4,91,1,7
1292,63.0,Male,29425.0,20,Silver,East,Groceries,15,250,1,2
1293,54.0,Female,46833.0,23,Silver,South,Clothing,3,183,0,4
1294,38.0,Female,71356.0,68,Gold,South,Clothing,7,302,0,4
1295,43.0,Female,41966.0,21,Silver,North,Electronics,14,351,1,2
1296,63.0,,38638.0,21,Gold,East,Furniture,14,280,1,10
1297,53.0,Female,32280.0,1,Silver,North,Electronics,9,205,1,4
1298,40.0,Male,50458.0,15,Gold,South,Electronics,3,89,0,9
1299,18.0,Male,67688.0,17,Platinum,South,Furniture,9,293,1,8
1300,68.0,Female,80040.0,51,Platinum,South,Furniture,4,285,0,1
1301,57.0,Male,54280.0,63,Gold,South,Electronics,17,159,0,8
1302,32.0,Male,52099.0,14,Platinum,North,Clothing,6,363,0,9
1303,38.0,Female,41847.0,59,Basic,South,Furniture,16,130,1,8
1304,64.0,Male,44351.0,83,Silver,West,Electronics,18,248,1,10
1305,26.0,Female,59437.0,50,Gold,East,Clothing,13,140,0,1
1306,26.0,,45276.0,34,Platinum,South,Groceries,7,189,0,8
1307,27.0,Male,47565.0,6,Platinum,East,Clothing,3,91,1,5
1308,69.0,Male,49619.0,49,Basic,South,Electronics,6,56,0,9
1309,43.0,Female,41137.0,6,Silver,North,Furniture,3,226,1,9
1310,58.0,Male,48875.0,69,Basic,East,Clothing,12,334,1,6
1311,52.0,Male,19708.0,7,Gold,North,Clothing,5,327,1,3
1312,69.0,Female,58232.0,97,Platinum,South,Clothing,17,165,1,7
1313,42.0,Female,85276.0,77,Platinum,West,Furniture,10,36,0,3
1314,43.0,Male,41719.0,51,Platinum,West,Furniture,7,330,1,7
1315,28.0,Female,55607.0,1,Basic,West,Clothing,4,29,0,8
1316,55.0,Male,62773.0,13,Basic,West,Clothing,10,80,0,5
1317,19.0,Male,69203.0,43,Silver,West,Electronics,7,358,0,5
1318,24.0,Female,46035.0,27,Gold,North,Furniture,11,169,1,4
1319,35.0,Female,22950.0,71,Silver,West,Clothing,8,33,1,3
1320,44.0,Female,54008.0,3,Silver,South,Furniture,8,93,0,8
1321,,Male,51929.0,58,Platinum,North,Furniture,5,112,1,6
1322,44.0,Female,44815.0,89,Basic,North,Furniture,5,209,1,6
1323,,Male,47997.0,97,Gold,West,Electronics,7,194,1,2
1324,60.0,Female,52155.0,17,Silver,East,Groceries,4,264,1,4
